A,B,C,D,Class
-0.507318135280576,-0.08668480666286288,0.7504511958064572,0.7691775550835244,class_3
1.9723478677155517,1.83091988094335,0.12784040316728537,1.1288999826634523,class_3
-0.1575438213021209,0.19029530669193026,0.8793979748628286,0.7223017664458686,class_1
0.12778487299866842,-0.2565023989133588,0.4675093422520456,1.1272412069680329,class_2
-0.34825003261353077,-0.3705775787743037,0.8784503013072725,0.7226443069141477,class_2
0.2147353866004642,0.1456277013137288,1.2225413386740303,0.5847374456255214,class_2
0.3357665424891827,0.4991980964675602,0.5323091855533487,0.8953525502798412,class_2
-0.3114048280909325,-0.4931591488334706,2.1416476008704612,0.43082100300788273,class_2
0.24682657436462674,0.7517183326121676,0.6159794225754956,0.8501606457700779,class_3
-0.03441472633712337,0.25653921351230247,0.7927495309779663,0.7656606080647168,class_3
-0.7763474052764864,-0.672521705251791,0.8695017750134291,0.543154268305195,class_1
-0.1637287431178868,-0.06373377381257486,0.8714287779481898,0.21868859672901295,class_1
-0.8028834263533469,-0.5205627490793034,0.28911939868998415,0.06757906948889146,class_1
1.5631172402465594,1.2774023806483774,0.737867336208291,0.844779746418201,class_1
0.05166187162660523,0.4846891160282446,0.47198725717336576,1.4949413112343959,class_2
1.5091752590187133,1.7713418555882634,0.1627530651050056,1.093959133566113,class_3
-0.5898329167885963,-0.7966029243719682,0.7353707647581014,0.7933472351999252,class_2
-0.5828407218876583,-1.089662171596285,0.7112166670062752,0.7982034009209933,class_1
0.7417740152358644,1.0505684530685722,0.14242573607056525,0.49716074405376404,class_1
0.48560635685363907,0.3472623785698805,0.6255903939673367,0.15853969107671423,class_1
-0.3598502421705478,-0.5305686182841223,0.745550105054974,0.784268335926148,class_2
1.162766539613155,1.1683540793719671,0.9164836190257883,0.4869724807855818,class_2
-0.4465518578149846,-0.49059590544699916,0.6653851089727862,0.4465311760299441,class_1
0.7361643453424953,0.08899597345733251,0.6997507101221943,0.8433950865121644,class_2
1.4916793821564296,1.0867368381589508,0.3997742267234366,0.9965683963844343,class_2
0.20367376975728332,0.5335007588686445,0.5558691297824571,1.2992282977860654,class_2
0.9857880528068442,0.8341678519399431,0.7502107984992571,0.8206423968666245,class_3
-0.8721903569553532,-0.7658717634579866,0.43442364354585733,0.9054393487017804,class_1
0.6975039119211196,0.4607075737096831,0.07212950771386951,1.118645683629907,class_1
-0.17326317271768063,-0.2803062634830403,1.6017788913209154,0.4035042347408333,class_3
0.6936583760602226,1.3015055385423677,0.21999668397176517,0.17927563495631615,class_3
-0.5481502570360416,-1.0797812567572753,1.4633028912195618,0.35687105914950934,class_2
0.9313890431106324,0.3157162811869896,0.7033224266543362,0.8469498998955116,class_3
-0.39197817944038554,-0.8461589518617538,0.716910997113243,0.8003687452912024,class_1
-0.9571349546424426,0.3459839555730696,1.9967308916917865,0.8381265678943811,class_1
-0.46377845488466635,-0.3440542492533278,0.7746162468545954,0.7639558732702153,class_3
0.8238387663072984,0.7608751677794002,0.7588184034544155,0.8108111299174717,class_1
-0.8074097892647885,-1.270568227759044,1.0034067581550745,0.15704856744534462,class_2
1.236957878857251,2.02760017210124,0.8457040717833093,0.7711481448181492,class_2
0.13798558420584817,-0.3919373780387718,0.6360155694455842,0.9827395110230576,class_1
1.1243471050765368,0.757011814964828,2.1284697324351645,0.20772193907322667,class_3
-0.903335835737771,-0.7311805300943852,0.9315730128742441,0.6799191715019877,class_3
0.05292696096897269,0.25241651404635557,0.7837072239837726,0.7735800138601889,class_1
0.40487120970452173,0.48205487292888155,0.7720939178352645,0.7907263198382901,class_3
-1.6030204405816146,-1.4751951050020882,1.0337575065994327,0.15999161357343825,class_3
-1.5203067148813212,-1.025559363194427,1.0348603008714756,0.21938250136385634,class_2
-0.14410048384277035,-0.6916996820968473,0.18323443722190613,1.535755991995992,class_2
1.3736583510173195,1.2933749181838832,1.723665720783297,1.6509279322312496,class_2
0.5735518450341714,0.1734177578959771,0.43373680764572253,1.4614442922422022,class_2
-0.5904904532798848,-0.6635843395879667,0.7549220563258168,0.7719841160596039,class_2
-0.4730160618301124,-0.18503787880686448,0.09058490690174555,1.4074818613137168,class_3
2.270795469518608,1.7257256985242493,0.7131622795128304,0.880062011555092,class_3
1.1525074805588116,0.5593266242135398,0.9159025423560131,0.7573515648356071,class_2
