A,B,C,D,Class
-0.507318135280576,-0.08668480666286288,,,class_3
,,0.12784040316728537,-1.302179506862318,class_3
,0.19029530669193026,0.8793979748628286,,class_1
0.12778487299866842,,,,class_2
,,,,class_2
,,,,class_2
0.3357665424891827,0.4991980964675602,,,class_2
,-0.4931591488334706,,,class_2
0.24682657436462674,0.7517183326121676,0.6159794225754956,,class_3
-0.03441472633712337,0.25653921351230247,-0.8244812156912396,,class_3
,,-0.6655097072886943,0.543154268305195,class_1
,-0.06373377381257486,,0.21868859672901295,class_1
-0.8028834263533469,-0.5205627490793034,0.28911939868998415,0.06757906948889146,class_1
,1.2774023806483774,,,class_1
,0.4846891160282446,-0.8658311156932432,1.4949413112343959,class_2
1.5091752590187133,1.7713418555882634,,-0.33488502998577485,class_3
,,-0.3487250722484376,0.7933472351999252,class_2
,-1.089662171596285,,-0.1913043248816149,class_1
0.7417740152358644,,,0.49716074405376404,class_1
,0.3472623785698805,,0.15853969107671423,class_1
,-0.5305686182841223,,,class_2
,,,0.4869724807855818,class_2
,,0.6653851089727862,0.4465311760299441,class_1
0.7361643453424953,0.08899597345733251,,,class_2
1.4916793821564296,1.0867368381589508,0.3997742267234366,,class_2
,0.5335007588686445,-0.35626397106142593,,class_2
0.9857880528068442,,-0.9500220549105812,,class_3
,-0.7658717634579866,0.43442364354585733,,class_1
0.6975039119211196,,,-1.4460578543884546,class_1
-0.17326317271768063,,,0.02185214552344288,class_3
0.6936583760602226,1.3015055385423677,0.21999668397176517,0.17927563495631615,class_3
,-1.0797812567572753,,0.35687105914950934,class_2
,,,,class_3
,-0.8461589518617538,,,class_1
,,1.9967308916917865,,class_1
,,-2.132046280731309,-0.9895381200318641,class_3
,,-0.6120967990598081,-0.41535726017968533,class_1
-0.8074097892647885,-1.270568227759044,,0.15704856744534462,class_2
,2.02760017210124,-0.05378255081832049,-0.4863079090733309,class_2
0.13798558420584817,-0.3919373780387718,,0.9827395110230576,class_1
,,2.1284697324351645,-0.7252260645357532,class_3
,-0.7311805300943852,0.9315730128742441,-0.9029271780870264,class_3
,0.25241651404635557,,-0.040762526135434025,class_1
,0.48205487292888155,,,class_3
-1.6030204405816146,-1.4751951050020882,-0.11863832610988256,,class_3
,,,0.21938250136385634,class_2
,,0.18323443722190613,,class_2
1.3736583510173195,,,1.6509279322312496,class_2
,,,1.4614442922422022,class_2
,-0.6635843395879667,-0.005121866720071296,,class_2
-0.4730160618301124,,,,class_3
2.270795469518608,,-0.8432302702928711,,class_3
1.1525074805588116,,,-0.33412344070081207,class_2
,0.19436758035586285,,-0.4841694333335785,class_3
-0.3688725510109843,,-0.15450567924990047,1.3373981074427437,class_3
,-0.024285959309728163,0.17657335845371103,,class_2
,,,,class_2
0.9637248501980837,0.6995526425964288,-1.4634420018370031,,class_2
-0.16134211569566595,-0.45388529714188297,-0.7290838377436085,,class_2
2.2113047121286162,1.9745322022167948,,-0.16266592054490767,class_3
1.1826994568590756,0.5266168779066522,-1.7577283913566313,-0.09426255425255699,class_3
-2.486079722833369,,,-1.287422581274031,class_1
-2.907883368643797,,,,class_2
-1.8587440085915985,-1.5111080762838036,-0.24527784594210975,,class_3
-0.11632150264312292,-0.7311936005420836,-0.13382296451604114,,class_2
,,0.23216988962625595,-0.2663874900089551,class_1
-0.5382540245604335,-0.3809437764200739,,,class_1
,,-0.7215580335428474,8.439309141418043e-05,class_2
0.008545334684201912,,1.5733549024752425,2.093168308930595,class_2
,,1.191142953088865,-1.112411471983418,class_1
-0.5695973775480445,,0.9274384815581808,-1.7445859869741926,class_3
1.070582018746705,1.094045884283972,0.2637172043565196,,class_2
0.25065923136269663,0.31888726093854736,,-0.10348826806596086,class_2
-1.4737023413863373,,-0.23685026450968424,-2.5666584409312976,class_3
-0.36184127426773405,,,-0.37191458132128985,class_1
,,0.8638280136981883,-1.5338614049161376,class_3
,0.3504703874651753,,,class_3
,,1.1774118889776937,1.732311605409944,class_1
-1.6334618365113807,-1.7660923989624877,0.8279881767970589,,class_2
0.1986158617731936,-0.3283375381106329,0.989583934594853,,class_2
-0.9304401994135443,-0.5946413792136198,1.1712470934673194,-0.19065105750515945,class_1
,-1.7895175519159694,,0.7307746911386448,class_2
0.9997744137736843,1.2848882015980327,1.5112284332767216,,class_3
,,0.03278209287626079,,class_1
,,,0.31200947155124387,class_2
2.1407240811403954,2.3258214438044202,,,class_3
-1.7074170091243865,,-0.5911034251911056,,class_2
,,,,class_1
,,1.0684715559890383,0.8137636899662105,class_3
-0.19547731377255642,-0.2614541453022082,,0.2703432392817259,class_2
,,0.9998242469102946,,class_3
,,,1.4814555476589732,class_1
-0.49434830660954815,,,0.8443851904853201,class_3
-1.3555785304357764,,,0.8418200668900618,class_2
,0.0976221747928582,,-2.003522292066514,class_3
0.1747279749751409,-0.3850256759427715,-1.6022595410589253,,class_3
,,,,class_1
,-0.2571249296942551,,,class_3
,,,0.45938577171661177,class_3
,-0.8984558175547198,,,class_3
0.2631067539230199,0.08702034859610075,0.8205284754174188,,class_1
-0.6934571027465698,,,-0.265838791915379,class_3
2.464407383082362,,,,class_2
0.6168631941092263,,-0.28488406638257474,0.7494338997277404,class_1
-1.3643088999669433,,-0.06913793472613955,,class_3
,,-0.5944003521987352,,class_1
0.4808699706886583,,,,class_3
1.2410384019051475,1.453329393610137,,0.39282746825991893,class_2
0.2630497345879233,-0.007514809467306872,0.9282969915684843,-1.8309058258475304,class_1
0.4247023711755345,,,-1.06975241128969,class_3
,0.479761490906445,,,class_3
,,1.067222416571983,,class_1
-1.1643589943574362,-1.0083816727572799,-0.13113753020334493,0.3833771131824704,class_1
,,0.0693811351327787,,class_1
-1.0432060394333116,-1.0547722566566242,0.3330703726182551,-0.8456610327673472,class_3
0.1575733098884032,,,-0.8333688059494058,class_1
,1.522269372078983,,,class_1
-0.9869635314568614,-1.1690144531848716,0.34770845245095694,,class_3
0.35302408803855484,0.20130308165691962,,0.18532564941538202,class_2
-1.6177717139005086,-0.456056706693811,0.006339062362268442,-1.141938226142404,class_3
-0.3472969438793773,,,1.4332145066061728,class_3
-0.04087289714527531,0.15156372074265012,,,class_2
,,,0.6655852363134291,class_1
0.06980605687347477,0.4881954506123945,,0.4539655793086961,class_2
2.119339611156201,1.4507280817791395,-1.9908119951239978,,class_3
-0.9933584804512948,-1.6652984532784572,-0.7194802332847904,,class_3
2.792222211835992,,,,class_2
,0.4789200742888251,,,class_1
,-0.019893631744107906,,-0.08610065182104851,class_1
,,,,class_1
0.9883706013093496,,1.3357843363202329,-0.8876956557145598,class_2
,,,-0.4425357118921839,class_2
,-0.46213162164436045,,1.5647180216699044,class_1
0.2946634814088419,0.5797491358100535,,,class_2
0.701010777360963,0.3492478689794161,,1.1478126607335635,class_2
1.6838421157032528,1.603689532126543,,,class_1
0.4724774203667325,,0.20338824061994343,,class_1
,-0.5645071472801304,,,class_2
,,,2.0350733027310675,class_2
,0.5357067148281367,-1.2444717876010754,,class_3
0.24006960636823474,-0.1022881775331651,,,class_3
,-1.0233878700951486,-0.159648307422017,0.7394126723009475,class_2
,-0.5497422630788196,,,class_2
0.06990728009676,-0.5807091143495604,,,class_2
,-1.2210822517085633,,,class_1
2.588637610452183,,,-1.1563476602653329,class_3
,-0.8835700697058788,,,class_2
-0.28517285230690026,,-1.2223743125399031,1.6111161484996208,class_3
-1.6804612171547846,-1.869903850707671,-1.281069206845832,-1.6517591481792673,class_2
0.9043004021235033,0.11051323755493596,,,class_3
-0.3620270806944757,-0.6426927593553913,1.274447216941239,-0.5775388873556505,class_3
0.5202977602724063,0.7206938879595598,0.7629264823369366,0.5411316108045314,class_2
1.5903077021718233,1.6955263779704597,,0.5380344399282511,class_1
,1.100878847517815,-0.8065989043073726,,class_2
-1.0202392623398422,-0.3712523515556411,,,class_2
,0.2909333378529855,0.2689134476786009,,class_3
-0.7639030131784722,,-0.4116383222162092,,class_1
0.44419076529456497,,,,class_3
0.45900901571706815,,-0.31048397619594376,-1.9368380406201853,class_3
,0.3023982765459814,,,class_2
,1.4950179236868282,2.052684981945891,,class_1
,,,-0.1420032144075213,class_2
-0.12128203015034789,-0.19917444467332013,,-0.3904639494628101,class_3
-1.6970758237705228,-1.5542356833968118,,-1.1037406977820072,class_1
0.9194445062195609,0.7746404539524907,,,class_2
,1.5725714370222317,,,class_1
-0.028271500176077147,,-1.615658339320678,-1.7056522160155172,class_2
,,0.7848440366081351,,class_2
,,,,class_3
,,,0.42018859872493736,class_1
,-0.912665988771067,1.251725008565195,0.6250852012481537,class_2
0.08933599907260824,0.7594294199229469,,,class_1
0.5021763344078125,,0.3140772238697992,,class_2
-0.7529935052934629,-1.1029007271822566,-0.8267050469168946,,class_2
,,-0.9151561158459262,,class_1
-1.0720495433018764,-1.097520388458029,,-0.24506065119070236,class_2
,-0.8977126078488362,-0.9105748839214486,,class_3
,0.3728234574444674,,0.6474846907094743,class_2
1.2807508267888725,0.7369878748844974,-0.21069001436315682,,class_1
,,-0.3509523822179781,0.6857490352746618,class_2
0.428402216687414,-0.24091495298859936,-2.280737845371923,,class_2
0.727941084278681,,,1.461178866720329,class_2
,1.1243219364026713,,-1.1195358752705262,class_1
,-0.4994879394094135,,,class_1
-0.25556935360698857,,-1.6198719943917699,0.8070082819444706,class_2
-0.5605087980771137,-1.3922524772765101,-1.0206230195133374,1.1877250932619365,class_2
,,1.7975945224343146,0.9308382263505294,class_1
,,0.011451291670654416,,class_2
0.7353376040975622,,1.785168402072131,2.0487556508632867,class_1
0.7985777350915756,0.996490154864643,0.6396264094979018,0.8550193242972788,class_1
-1.3604396102643481,-1.0756064612809468,,0.6353711428612774,class_1
-0.20779407397490016,,,-1.7836111297141835,class_2
0.9435036949501586,,,,class_2
,,,,class_2
1.357065925410523,0.7745021885553502,0.0603859284244171,0.39699130449884,class_2
-0.1500514069017776,0.2498529508866894,1.79756116664464,-0.07972956385680847,class_1
0.03421731225776471,,,,class_1
1.3345985824528015,0.7754404747815133,,-0.15105187760692926,class_1
,-0.5257105080208913,-1.786707511368078,,class_3
-0.9791909213062006,,1.0258368428852387,,class_2
,0.908457896310592,,,class_1
