A,B,C,D,Class
-0.507318135280576,-0.08668480666286288,0.7504511958064572,-1.0399841062404955,class_3
1.9723478677155517,1.83091988094335,0.12784040316728537,-1.302179506862318,class_3
-0.1575438213021209,0.19029530669193026,0.8793979748628286,-0.85304392757358,class_1
0.12778487299866842,-0.2565023989133588,0.4675093422520456,1.1272412069680329,class_2
,-0.3705775787743037,0.8784503013072725,-0.9588826008289989,class_2
0.2147353866004642,0.1456277013137288,1.2225413386740303,-0.6809295444039414,class_2
0.3357665424891827,0.4991980964675602,0.5323091855533487,-0.3521335504882296,class_2
-0.3114048280909325,-0.4931591488334706,2.1416476008704612,0.43082100300788273,class_2
0.24682657436462674,0.7517183326121676,0.6159794225754956,-0.8137727282478777,class_3
-0.03441472633712337,0.25653921351230247,-0.8244812156912396,-0.840156476962528,class_3
-0.7763474052764864,-0.672521705251791,-0.6655097072886943,0.543154268305195,class_1
-0.1637287431178868,-0.06373377381257486,0.8714287779481898,0.21868859672901295,class_1
-0.8028834263533469,-0.5205627490793034,0.28911939868998415,0.06757906948889146,class_1
1.5631172402465594,1.2774023806483774,-0.4703726542927955,-0.31967121635730134,class_1
,0.4846891160282446,-0.8658311156932432,1.4949413112343959,class_2
1.5091752590187133,1.7713418555882634,0.1627530651050056,-0.33488502998577485,class_3
-0.5898329167885963,-0.7966029243719682,-0.3487250722484376,0.7933472351999252,class_2
-0.5828407218876583,-1.089662171596285,-1.2756863233379219,-0.1913043248816149,class_1
0.7417740152358644,1.0505684530685722,0.14242573607056525,0.49716074405376404,class_1
0.48560635685363907,0.3472623785698805,0.6255903939673367,,class_1
-0.3598502421705478,-0.5305686182841223,-0.3630538465650718,-0.6619259410666513,class_2
1.162766539613155,1.1683540793719671,-0.46940234020272387,0.4869724807855818,class_2
-0.4465518578149846,-0.49059590544699916,0.6653851089727862,0.4465311760299441,class_1
0.7361643453424953,0.08899597345733251,-1.6873344339580298,-0.07971821090639905,class_2
1.4916793821564296,1.0867368381589508,0.3997742267234366,-0.9972468276014818,class_2
0.20367376975728332,0.5335007588686445,-0.35626397106142593,1.2992282977860654,class_2
0.9857880528068442,0.8341678519399431,-0.9500220549105812,-0.20543755786763002,class_3
-0.8721903569553532,-0.7658717634579866,0.43442364354585733,-1.7273204231923487,class_1
0.6975039119211196,0.4607075737096831,0.07212950771386951,-1.4460578543884546,class_1
-0.17326317271768063,-0.2803062634830403,1.6017788913209154,0.02185214552344288,class_3
0.6936583760602226,1.3015055385423677,0.21999668397176517,0.17927563495631615,class_3
-0.5481502570360416,-1.0797812567572753,1.4633028912195618,0.35687105914950934,class_2
0.9313890431106324,0.3157162811869896,-0.38980980315576796,-0.9265759414055249,class_3
-0.39197817944038554,-0.8461589518617538,-1.4708062945026579,-0.22222269709877338,class_1
-0.9571349546424426,0.3459839555730696,1.9967308916917865,0.8381265678943811,class_1
-0.46377845488466635,-0.3440542492533278,-2.132046280731309,-0.9895381200318641,class_3
0.8238387663072984,0.7608751677794002,-0.6120967990598081,-0.41535726017968533,class_1
-0.8074097892647885,-1.270568227759044,-0.1586348370386883,0.15704856744534462,class_2
1.236957878857251,2.02760017210124,-0.05378255081832049,-0.4863079090733309,class_2
0.13798558420584817,-0.3919373780387718,-0.49929559853915206,0.9827395110230576,class_1
1.1243471050765368,0.757011814964828,2.1284697324351645,-0.7252260645357532,class_3
-0.903335835737771,-0.7311805300943852,0.9315730128742441,-0.9029271780870264,class_3
0.05292696096897269,0.25241651404635557,-0.6547876954293904,-0.040762526135434025,class_1
0.40487120970452173,,-1.2779375743196193,-1.2256057637672482,class_3
-1.6030204405816146,-1.4751951050020882,-0.11863832610988256,0.15999161357343825,class_3
-1.5203067148813212,-1.025559363194427,-0.41092723083373717,0.21938250136385634,class_2
-0.14410048384277035,-0.6916996820968473,0.18323443722190613,1.535755991995992,class_2
1.3736583510173195,1.2933749181838832,1.723665720783297,1.6509279322312496,class_2
0.5735518450341714,0.1734177578959771,-1.107045682043488,1.4614442922422022,class_2
-0.5904904532798848,-0.6635843395879667,-0.005121866720071296,-0.3946051228595896,class_2
-0.4730160618301124,-0.18503787880686448,0.09058490690174555,1.4074818613137168,class_3
2.270795469518608,1.7257256985242493,-0.8432302702928711,-0.04871840193011795,class_3
1.1525074805588116,0.5593266242135398,0.9159025423560131,-0.33412344070081207,class_2
-0.25407935211432797,0.19436758035586285,-0.32767309436196085,-0.4841694333335785,class_3
-0.3688725510109843,-0.6801075486378703,-0.15450567924990047,1.3373981074427437,class_3
0.46066712939102394,-0.024285959309728163,0.17657335845371103,0.2424967912712216,class_2
-0.5078737425863546,0.33147668421964216,2.5174740375339204,0.22822833013890514,class_2
0.9637248501980837,0.6995526425964288,-1.4634420018370031,-0.2873833615491761,class_2
-0.16134211569566595,-0.45388529714188297,-0.7290838377436085,1.2058536208882336,class_2
2.2113047121286162,1.9745322022167948,-1.062414411859563,-0.16266592054490767,class_3
1.1826994568590756,0.5266168779066522,-1.7577283913566313,-0.09426255425255699,class_3
-2.486079722833369,-1.6645870192102792,-1.0967855784546396,-1.287422581274031,class_1
-2.907883368643797,-2.755135082644722,-0.36824895678803055,-1.1715666288253417,class_2
-1.8587440085915985,-1.5111080762838036,-0.24527784594210975,-0.9868570784282374,class_3
-0.11632150264312292,-0.7311936005420836,-0.13382296451604114,-0.37615607123009925,class_2
0.3563179911889467,0.10796810898190248,0.23216988962625595,-0.2663874900089551,class_1
-0.5382540245604335,-0.3809437764200739,0.15542932766846604,1.0127158178198286,class_1
-0.12257969247584359,0.018960844242181064,-0.7215580335428474,8.439309141418043e-05,class_2
0.008545334684201912,0.1811011587642581,1.5733549024752425,2.093168308930595,class_2
0.6849836567754273,0.8024886824683068,1.191142953088865,-1.112411471983418,class_1
-0.5695973775480445,-0.3663744242268921,0.9274384815581808,-1.7445859869741926,class_3
1.070582018746705,1.094045884283972,0.2637172043565196,-0.47152480744994896,class_2
0.25065923136269663,0.31888726093854736,-0.25197737820688537,-0.10348826806596086,class_2
-1.4737023413863373,-1.3947635867739612,-0.23685026450968424,-2.5666584409312976,class_3
-0.36184127426773405,-0.21515723468819903,-1.7567217824785826,-0.37191458132128985,class_1
-1.6101522567693964,-1.757073203014611,0.8638280136981883,-1.5338614049161376,class_3
-0.2309272300404316,0.3504703874651753,-0.33445617235587666,-1.052898510703949,class_3
-0.666084847968024,-0.4697193155477925,1.1774118889776937,1.732311605409944,class_1
-1.6334618365113807,-1.7660923989624877,0.8279881767970589,0.43899315873829875,class_2
0.1986158617731936,-0.3283375381106329,0.989583934594853,-0.6974238233002769,class_2
-0.9304401994135443,-0.5946413792136198,1.1712470934673194,-0.19065105750515945,class_1
-1.759575182734035,-1.7895175519159694,-1.5720402556532407,0.7307746911386448,class_2
0.9997744137736843,1.2848882015980327,1.5112284332767216,-0.5182798423662747,class_3
0.9532642341419735,0.40920199559527304,0.03278209287626079,-1.013717366440399,class_1
0.5180234226325822,0.7902698294279216,1.1553120361066962,0.31200947155124387,class_2
2.1407240811403954,2.3258214438044202,0.07203357323257792,0.3043667290302598,class_3
-1.7074170091243865,-1.4431556679043112,-0.5911034251911056,-2.063238276804743,class_2
1.3522456007370651,1.7308494689387788,0.3683566127006584,1.475949048053509,class_1
0.504413936783288,0.6085601534817424,1.0684715559890383,0.8137636899662105,class_3
-0.19547731377255642,-0.2614541453022082,-0.8633452647393817,0.2703432392817259,class_2
0.3853564392702607,-0.08803528791774212,0.9998242469102946,0.3833938643534951,class_3
0.3057044242930446,-0.06201696233926223,-0.7435882288125641,1.4814555476589732,class_1
-0.49434830660954815,0.099980937317525,0.01142605556065933,0.8443851904853201,class_3
-1.3555785304357764,-0.3146204183533789,0.5541165013240933,0.8418200668900618,class_2
0.30231158296934507,0.0976221747928582,1.604254361517141,-2.003522292066514,class_3
0.1747279749751409,-0.3850256759427715,-1.6022595410589253,1.309550684860527,class_3
1.4435207092469085,1.677944639148574,0.43963660601699356,-0.7941362900254239,class_1
-0.2814325920450021,-0.2571249296942551,-2.310103436632644,-1.4127658838923665,class_3
0.42891867372924053,0.49074212160726666,0.7019536262212701,0.45938577171661177,class_3
-0.5833163540139928,-0.8984558175547198,0.5300647056014667,0.22921137411506842,class_3
0.2631067539230199,0.08702034859610075,0.8205284754174188,0.19677609665695725,class_1
-0.6934571027465698,-0.3224849094273031,-0.11754216732813036,-0.265838791915379,class_3
2.464407383082362,1.42078252760834,-1.4821853974428207,-1.296472328074761,class_2
0.6168631941092263,0.705317607808673,-0.28488406638257474,0.7494338997277404,class_1
-1.3643088999669433,-0.7589668874746035,-0.06913793472613955,1.3276861322676916,class_3
0.24126406918341256,-0.42085198786975714,-0.5944003521987352,-0.8373982238274621,class_1
0.4808699706886583,1.2504216339122534,0.8035850193786016,-0.35801668807442916,class_3
1.2410384019051475,1.453329393610137,-1.0405439391575344,0.39282746825991893,class_2
0.2630497345879233,-0.007514809467306872,0.9282969915684843,-1.8309058258475304,class_1
0.4247023711755345,0.6160607936387698,-0.6542832766875555,-1.06975241128969,class_3
-0.11085635650123352,0.479761490906445,0.3619218539288437,0.32866200228248105,class_3
0.40822962032703763,0.25998360301771545,1.067222416571983,-1.4768578168457318,class_1
-1.1643589943574362,-1.0083816727572799,-0.13113753020334493,0.3833771131824704,class_1
-1.9374315243703288,-1.8657921131677275,0.0693811351327787,2.076980529053753,class_1
